kind,net,layer,width_mm,start_x_mm,start_y_mm,end_x_mm,end_y_mm,diameter_mm,drill_mm,start_layer,end_layer
segment,GND,F.Cu,0.200000,36.200000,57.600000,37.450000,57.500000,,,,
segment,GND,F.Cu,0.200000,37.500000,61.200000,37.600000,60.600000,,,,
segment,GND,F.Cu,0.200000,37.500000,64.200000,38.200000,64.200000,,,,
segment,GND,F.Cu,0.200000,38.800000,8.000000,39.400000,8.100000,,,,
segment,GND,F.Cu,0.200000,39.500000,44.450000,39.600000,45.600000,,,,
segment,GND,F.Cu,0.200000,4.730000,39.750000,5.600000,39.800000,,,,
segment,GND,F.Cu,0.200000,4.730000,40.750000,4.800000,41.400000,,,,
segment,GND,F.Cu,0.200000,41.800000,20.000000,42.200000,20.600000,,,,
segment,GND,F.Cu,0.200000,43.500000,59.550000,43.600000,58.400000,,,,
segment,GND,F.Cu,0.200000,44.000000,62.200000,44.050000,62.800000,,,,
segment,GND,F.Cu,0.200000,44.600000,10.630000,45.200000,10.600000,,,,
segment,GND,F.Cu,0.200000,44.800000,20.000000,45.400000,20.000000,,,,
segment,GND,F.Cu,0.200000,45.950000,65.200000,46.000000,65.800000,,,,
segment,GND,F.Cu,0.200000,48.000000,61.200000,48.600000,61.200000,,,,
segment,GND,F.Cu,0.200000,48.000000,64.200000,48.600000,64.200000,,,,
segment,GND,F.Cu,0.200000,52.550000,46.500000,53.800000,46.400000,,,,
segment,GND,F.Cu,0.200000,52.550000,57.500000,53.800000,57.600000,,,,
segment,GND,F.Cu,0.200000,52.600000,8.000000,53.290000,8.100000,,,,
segment,GND,F.Cu,0.200000,53.500000,24.200000,53.600000,23.600000,,,,
segment,GND,F.Cu,0.200000,55.300000,43.000000,56.000000,43.000000,,,,
segment,GND,F.Cu,0.200000,57.000000,52.000000,57.075000,51.100000,,,,
segment,GND,F.Cu,0.200000,58.300000,65.000000,59.000000,65.000000,,,,
segment,GND,F.Cu,0.200000,58.375000,44.900000,58.400000,44.200000,,,,
segment,GND,F.Cu,0.200000,60.630000,58.000000,61.000000,58.600000,,,,
segment,GND,F.Cu,0.200000,61.800000,64.000000,62.400000,64.000000,,,,
segment,GND,F.Cu,0.200000,62.000000,29.600000,62.000000,30.200000,,,,
segment,GND,F.Cu,0.200000,63.400000,35.000000,64.080000,35.000000,,,,
segment,GND,F.Cu,0.200000,63.400000,35.600000,64.080000,35.500000,,,,
segment,GND,F.Cu,0.200000,63.575000,51.100000,64.200000,51.200000,,,,
segment,GND,F.Cu,0.200000,64.800000,27.600000,65.400000,27.630000,,,,
segment,GND,F.Cu,0.200000,65.750000,33.830000,65.800000,31.000000,,,,
segment,GND,F.Cu,0.200000,65.800000,40.000000,66.400000,40.100000,,,,
segment,GND,F.Cu,0.200000,68.000000,34.200000,68.600000,34.200000,,,,
segment,GND,F.Cu,0.200000,68.190000,54.090000,68.200000,53.400000,,,,
segment,GND,F.Cu,0.200000,7.200000,27.000000,7.260000,27.600000,,,,
segment,GND,F.Cu,0.200000,7.200000,43.000000,7.270000,42.400000,,,,
segment,GND,F.Cu,0.200000,70.000000,51.400000,70.100000,51.990000,,,,
segment,GND,F.Cu,0.200000,70.400000,50.600000,71.050000,50.300000,,,,
segment,GND,F.Cu,0.200000,70.600000,25.100000,71.200000,25.200000,,,,
segment,GND,F.Cu,0.200000,70.600000,26.370000,71.200000,26.400000,,,,
segment,GND,F.Cu,0.200000,70.600000,27.630000,71.200000,27.600000,,,,
segment,GND,F.Cu,0.200000,70.600000,28.900000,71.200000,28.800000,,,,
segment,GND,F.Cu,0.200000,72.950000,50.300000,73.600000,50.200000,,,,
segment,GND,F.Cu,0.200000,77.000000,41.000000,77.050000,40.300000,,,,
segment,GND,F.Cu,0.200000,78.000000,33.600000,78.000000,34.200000,,,,
segment,GND,F.Cu,0.200000,78.500000,60.930000,79.200000,61.000000,,,,
segment,GND,F.Cu,0.200000,78.950000,40.300000,79.000000,41.000000,,,,
segment,GND,F.Cu,0.200000,79.150000,47.000000,79.800000,47.000000,,,,
segment,GND,F.Cu,0.200000,80.800000,52.000000,81.400000,52.000000,,,,
segment,GND,F.Cu,0.200000,82.000000,45.600000,82.000000,46.200000,,,,
segment,GND,F.Cu,0.200000,82.800000,23.000000,83.400000,23.000000,,,,
segment,GND,F.Cu,0.200000,82.800000,26.000000,83.400000,26.000000,,,,
segment,GND,F.Cu,0.200000,83.150000,30.000000,83.800000,30.000000,,,,
segment,GND,F.Cu,0.200000,84.800000,30.200000,85.410000,30.180000,,,,
segment,GND,F.Cu,0.200000,85.940000,20.000000,86.000000,19.400000,,,,
segment,GND,F.Cu,0.200000,85.940000,34.760000,86.000000,35.400000,,,,
segment,GND,F.Cu,0.200000,87.000000,45.000000,87.050000,44.300000,,,,
segment,GND,F.Cu,0.200000,88.800000,59.000000,89.400000,59.000000,,,,
segment,GND,F.Cu,0.200000,88.800000,62.000000,89.400000,62.000000,,,,
segment,GND,F.Cu,0.200000,88.950000,44.300000,89.000000,45.000000,,,,
segment,GND,F.Cu,0.200000,92.800000,56.000000,93.400000,56.000000,,,,
segment,GND,F.Cu,0.200000,92.800000,59.000000,93.400000,59.000000,,,,
segment,GND,F.Cu,0.200000,95.590000,19.240000,95.600000,18.600000,,,,
segment,GND,F.Cu,0.200000,95.600000,34.730000,95.600000,35.400000,,,,
segment,GND,F.Cu,0.200000,96.800000,53.000000,97.400000,53.000000,,,,
segment,GND,F.Cu,0.200000,96.800000,56.000000,97.400000,56.000000,,,,
segment,GND,F.Cu,0.200000,98.000000,43.400000,98.000000,44.000000,,,,
segment,IIN_SENSE,B.Cu,0.150000,68.800000,32.550000,68.800000,33.446700,,,,
segment,IIN_SENSE,B.Cu,0.150000,68.800000,33.446700,69.399800,34.046500,,,,
segment,IIN_SENSE,F.Cu,0.150000,51.022000,53.842500,51.022000,54.498700,,,,
segment,IIN_SENSE,F.Cu,0.150000,51.022000,54.498700,51.523300,55.000000,,,,
segment,IIN_SENSE,F.Cu,0.150000,51.523300,55.000000,52.550000,55.000000,,,,
segment,IIN_SENSE,In1.Cu,0.150000,64.781400,51.663500,69.399800,47.045100,,,,
segment,IIN_SENSE,In1.Cu,0.150000,69.399800,34.046500,69.399800,47.045100,,,,
segment,IIN_SENSE,In3.Cu,0.150000,51.022000,53.842500,62.602400,53.842500,,,,
segment,IIN_SENSE,In3.Cu,0.150000,62.602400,53.842500,64.781400,51.663500,,,,
segment,IMU_INT1,F.Cu,0.150000,60.325000,43.974900,60.325000,44.900000,,,,
segment,IMU_INT1,F.Cu,0.150000,60.325000,43.974900,60.470800,43.829100,,,,
segment,IMU_INT1,F.Cu,0.150000,60.586500,30.158400,61.428100,31.000000,,,,
segment,IMU_INT1,F.Cu,0.150000,61.428100,31.000000,62.300400,31.000000,,,,
segment,IMU_INT1,F.Cu,0.150000,62.300400,31.000000,64.250000,32.949600,,,,
segment,IMU_INT1,F.Cu,0.150000,64.250000,32.949600,64.250000,33.830000,,,,
segment,IMU_INT1,In1.Cu,0.150000,60.193800,34.739900,60.193800,43.552100,,,,
segment,IMU_INT1,In1.Cu,0.150000,60.193800,34.739900,60.586500,34.347200,,,,
segment,IMU_INT1,In1.Cu,0.150000,60.193800,43.552100,60.470800,43.829100,,,,
segment,IMU_INT1,In1.Cu,0.150000,60.586500,30.158400,60.586500,34.347200,,,,
segment,IOX_INT_N,F.Cu,0.150000,49.500000,41.297800,49.500000,44.450000,,,,
segment,IOX_INT_N,F.Cu,0.150000,49.500000,41.297800,49.984100,40.813700,,,,
segment,IOX_INT_N,F.Cu,0.150000,49.984100,40.813700,53.025700,40.813700,,,,
segment,IOX_INT_N,F.Cu,0.150000,53.025700,40.813700,53.816300,41.604300,,,,
segment,IOX_INT_N,F.Cu,0.150000,55.801200,51.723800,55.801200,51.875300,,,,
segment,IOX_INT_N,F.Cu,0.150000,55.801200,51.723800,56.425000,51.100000,,,,
segment,IOX_INT_N,F.Cu,0.150000,61.696400,53.115900,62.580500,54.000000,,,,
segment,IOX_INT_N,F.Cu,0.150000,62.580500,54.000000,62.800000,54.000000,,,,
segment,IOX_INT_N,In1.Cu,0.150000,53.816300,41.604300,55.801200,43.589200,,,,
segment,IOX_INT_N,In1.Cu,0.150000,55.801200,43.589200,55.801200,51.875300,,,,
segment,IOX_INT_N,In3.Cu,0.150000,55.801200,51.875300,56.046300,51.875300,,,,
segment,IOX_INT_N,In3.Cu,0.150000,56.046300,51.875300,56.401900,51.519700,,,,
segment,IOX_INT_N,In3.Cu,0.150000,56.401900,51.519700,60.100200,51.519700,,,,
segment,IOX_INT_N,In3.Cu,0.150000,60.100200,51.519700,61.696400,53.115900,,,,
segment,LB_3V3_ANALOG,F.Cu,0.150000,49.500000,59.550000,49.500000,60.950400,,,,
segment,LB_3V3_ANALOG,F.Cu,0.150000,49.500000,60.950400,52.060400,63.510800,,,,
segment,LB_3V3_ANALOG,F.Cu,0.150000,52.060400,63.510800,53.700000,63.510800,,,,
segment,LB_3V3_ANALOG,F.Cu,0.150000,53.700000,63.510800,53.700000,65.000000,,,,
segment,LB_3V3_ANALOG,F.Cu,0.150000,53.700000,63.510800,54.448500,62.762300,,,,
segment,LB_3V3_ANALOG,F.Cu,0.150000,54.448500,62.762300,56.700000,62.762300,,,,
segment,LB_3V3_ANALOG,F.Cu,0.150000,55.300000,62.000000,56.700000,62.000000,,,,
segment,LB_3V3_ANALOG,F.Cu,0.150000,56.700000,62.000000,56.700000,62.762300,,,,
segment,LB_3V3_ANALOG,F.Cu,0.150000,56.700000,62.762300,58.937700,62.762300,,,,
segment,LB_3V3_ANALOG,F.Cu,0.150000,58.937700,62.762300,59.700000,62.000000,,,,
segment,LB_3V3_IO,B.Cu,0.150000,55.037700,34.704900,56.000000,35.667200,,,,
segment,LB_3V3_IO,B.Cu,0.150000,56.000000,35.667200,56.000000,37.450000,,,,
segment,LB_3V3_IO,B.Cu,0.150000,56.000000,37.450000,56.800000,37.450000,,,,
segment,LB_3V3_IO,F.Cu,0.150000,13.050000,19.700000,13.050000,20.626000,,,,
segment,LB_3V3_IO,F.Cu,0.150000,13.050000,20.626000,13.342000,20.918000,,,,
segment,LB_3V3_IO,F.Cu,0.150000,16.522000,43.952400,17.800000,43.952400,,,,
segment,LB_3V3_IO,F.Cu,0.150000,17.800000,43.000000,17.800000,43.952400,,,,
segment,LB_3V3_IO,F.Cu,0.150000,17.800000,43.952400,19.674200,43.952400,,,,
segment,LB_3V3_IO,F.Cu,0.150000,19.050000,63.023300,19.050000,63.700000,,,,
segment,LB_3V3_IO,F.Cu,0.150000,19.050000,63.023300,22.176700,63.023300,,,,
segment,LB_3V3_IO,F.Cu,0.150000,19.674200,43.952400,19.993900,44.272100,,,,
segment,LB_3V3_IO,F.Cu,0.150000,19.993900,44.272100,20.615700,44.272100,,,,
segment,LB_3V3_IO,F.Cu,0.150000,20.615700,44.272100,22.985300,46.641700,,,,
segment,LB_3V3_IO,F.Cu,0.150000,22.176700,63.023300,24.200000,61.000000,,,,
segment,LB_3V3_IO,F.Cu,0.150000,22.985300,46.641700,27.668400,46.641700,,,,
segment,LB_3V3_IO,F.Cu,0.150000,24.200000,61.000000,26.200000,59.000000,,,,
segment,LB_3V3_IO,F.Cu,0.150000,26.200000,57.000000,26.200000,59.000000,,,,
segment,LB_3V3_IO,F.Cu,0.150000,26.200000,57.000000,26.903200,56.296800,,,,
segment,LB_3V3_IO,F.Cu,0.150000,26.903200,56.296800,28.496800,56.296800,,,,
segment,LB_3V3_IO,F.Cu,0.150000,27.200000,64.460600,27.200000,65.000000,,,,
segment,LB_3V3_IO,F.Cu,0.150000,27.200000,64.460600,27.967000,63.693600,,,,
segment,LB_3V3_IO,F.Cu,0.150000,27.668400,46.641700,29.050000,48.023300,,,,
segment,LB_3V3_IO,F.Cu,0.150000,27.720000,49.856200,28.199500,49.376700,,,,
segment,LB_3V3_IO,F.Cu,0.150000,28.199500,49.376700,29.050000,49.376700,,,,
segment,LB_3V3_IO,F.Cu,0.150000,28.496800,56.296800,29.200000,57.000000,,,,
segment,LB_3V3_IO,F.Cu,0.150000,29.050000,48.023300,29.050000,48.700000,,,,
segment,LB_3V3_IO,F.Cu,0.150000,29.050000,48.700000,29.050000,49.376700,,,,
segment,LB_3V3_IO,F.Cu,0.150000,55.037700,34.704900,56.248000,33.494600,,,,
segment,LB_3V3_IO,F.Cu,0.150000,55.200000,54.000000,55.889800,53.310200,,,,
segment,LB_3V3_IO,F.Cu,0.150000,55.889800,53.310200,57.510200,53.310200,,,,
segment,LB_3V3_IO,F.Cu,0.150000,56.248000,33.494600,62.000000,33.494600,,,,
segment,LB_3V3_IO,F.Cu,0.150000,57.429300,55.665500,57.429300,55.836100,,,,
segment,LB_3V3_IO,F.Cu,0.150000,57.429300,55.665500,58.071300,55.023500,,,,
segment,LB_3V3_IO,F.Cu,0.150000,57.510200,53.310200,58.200000,54.000000,,,,
segment,LB_3V3_IO,F.Cu,0.150000,58.071300,55.023500,58.200000,54.894800,,,,
segment,LB_3V3_IO,F.Cu,0.150000,58.071300,55.023500,59.370000,56.322200,,,,
segment,LB_3V3_IO,F.Cu,0.150000,58.200000,54.000000,58.200000,54.894800,,,,
segment,LB_3V3_IO,F.Cu,0.150000,59.370000,56.322200,59.370000,58.000000,,,,
segment,LB_3V3_IO,F.Cu,0.150000,62.000000,31.800000,62.000000,33.494600,,,,
segment,LB_3V3_IO,F.Cu,0.150000,62.000000,33.494600,63.005400,34.500000,,,,
segment,LB_3V3_IO,F.Cu,0.150000,63.005400,34.500000,63.553300,34.500000,,,,
segment,LB_3V3_IO,F.Cu,0.150000,63.553300,34.500000,64.080000,34.500000,,,,
segment,LB_3V3_IO,F.Cu,0.150000,64.080000,34.500000,64.845900,34.500000,,,,
segment,LB_3V3_IO,F.Cu,0.150000,64.845900,34.500000,64.900700,34.554800,,,,
segment,LB_3V3_IO,F.Cu,0.150000,65.920000,35.500000,66.662200,35.500000,,,,
segment,LB_3V3_IO,F.Cu,0.150000,66.662200,35.500000,66.663800,35.501600,,,,
segment,LB_3V3_IO,F.Cu,0.150000,66.663800,35.501600,67.701600,35.501600,,,,
segment,LB_3V3_IO,F.Cu,0.150000,67.701600,35.501600,68.000000,35.800000,,,,
segment,LB_3V3_IO,In1.Cu,0.150000,13.342000,20.918000,13.342000,22.763000,,,,
segment,LB_3V3_IO,In1.Cu,0.150000,13.342000,22.763000,15.936000,25.357000,,,,
segment,LB_3V3_IO,In1.Cu,0.150000,15.936000,25.357000,15.936000,43.366400,,,,
segment,LB_3V3_IO,In1.Cu,0.150000,15.936000,43.366400,16.522000,43.952400,,,,
segment,LB_3V3_IO,In1.Cu,0.150000,27.720000,49.856200,27.721600,49.857800,,,,
segment,LB_3V3_IO,In1.Cu,0.150000,27.721600,49.857800,27.721600,56.296800,,,,
segment,LB_3V3_IO,In1.Cu,0.150000,27.721600,56.296800,27.721600,63.448200,,,,
segment,LB_3V3_IO,In1.Cu,0.150000,27.721600,56.296800,28.496800,56.296800,,,,
segment,LB_3V3_IO,In1.Cu,0.150000,27.721600,63.448200,27.967000,63.693600,,,,
segment,LB_3V3_IO,In1.Cu,0.150000,53.328300,41.332300,53.328300,43.639600,,,,
segment,LB_3V3_IO,In1.Cu,0.150000,53.328300,41.332300,55.037600,39.623000,,,,
segment,LB_3V3_IO,In1.Cu,0.150000,53.328300,43.639600,54.399600,44.710900,,,,
segment,LB_3V3_IO,In1.Cu,0.150000,54.399600,44.710900,54.399600,52.540700,,,,
segment,LB_3V3_IO,In1.Cu,0.150000,54.399600,52.540700,57.429300,55.570400,,,,
segment,LB_3V3_IO,In1.Cu,0.150000,55.037600,34.704900,55.037600,39.623000,,,,
segment,LB_3V3_IO,In1.Cu,0.150000,55.037600,34.704900,55.037700,34.704900,,,,
segment,LB_3V3_IO,In1.Cu,0.150000,57.429300,55.570400,57.429300,55.836100,,,,
segment,LB_3V3_IO,In3.Cu,0.150000,28.496800,56.296800,29.892500,54.901100,,,,
segment,LB_3V3_IO,In3.Cu,0.150000,29.892500,54.901100,34.571400,54.901100,,,,
segment,LB_3V3_IO,In3.Cu,0.150000,34.571400,54.901100,34.823200,55.152900,,,,
segment,LB_3V3_IO,In3.Cu,0.150000,34.823200,55.152900,36.380500,55.152900,,,,
segment,LB_3V3_IO,In3.Cu,0.150000,36.380500,55.152900,36.542300,54.991100,,,,
segment,LB_3V3_IO,In3.Cu,0.150000,36.542300,54.991100,39.062400,54.991100,,,,
segment,LB_3V3_IO,In3.Cu,0.150000,39.062400,54.991100,39.327400,55.256100,,,,
segment,LB_3V3_IO,In3.Cu,0.150000,39.327400,55.256100,42.552600,55.256100,,,,
segment,LB_3V3_IO,In3.Cu,0.150000,42.552600,55.256100,43.113800,54.694900,,,,
segment,LB_3V3_IO,In3.Cu,0.150000,43.113800,54.694900,49.843900,54.694900,,,,
segment,LB_3V3_IO,In3.Cu,0.150000,49.843900,54.694900,50.321700,55.172700,,,,
segment,LB_3V3_IO,In3.Cu,0.150000,50.321700,55.172700,52.592900,55.172700,,,,
segment,LB_3V3_IO,In3.Cu,0.150000,52.592900,55.172700,53.739600,56.319400,,,,
segment,LB_3V3_IO,In3.Cu,0.150000,53.739600,56.319400,56.946000,56.319400,,,,
segment,LB_3V3_IO,In3.Cu,0.150000,56.946000,56.319400,57.429300,55.836100,,,,
segment,LB_3V3_IO,In3.Cu,0.150000,64.900700,34.554800,64.900700,34.554900,,,,
segment,LB_3V3_IO,In3.Cu,0.150000,64.900700,34.554900,65.717100,34.554900,,,,
segment,LB_3V3_IO,In3.Cu,0.150000,65.717100,34.554900,66.663800,35.501600,,,,
segment,LB_3V3_MAIN,B.Cu,0.300000,35.000000,45.000000,35.000000,45.400000,,,,
segment,LB_3V3_MAIN,B.Cu,0.300000,35.000000,45.000000,35.600000,44.400000,,,,
segment,LB_3V3_MAIN,B.Cu,0.300000,35.000000,45.400000,35.600000,46.000000,,,,
segment,LB_3V3_MAIN,B.Cu,0.300000,35.600000,43.100000,35.600000,44.400000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,13.000000,35.300000,13.923300,34.376700,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,13.000000,35.300000,14.003200,36.303200,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,13.000000,38.950000,14.003200,37.946800,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,13.923300,34.376700,17.050000,34.376700,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,14.003200,36.303200,14.003200,37.946800,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,16.200000,43.000000,16.892400,42.307600,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,16.892400,42.307600,18.507600,42.307600,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,17.050000,33.023300,17.050000,33.700000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,17.050000,33.023300,20.022500,30.050800,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,17.050000,33.700000,17.050000,34.376700,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,18.507600,42.307600,19.200000,43.000000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,19.200000,43.000000,19.909000,43.709000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,19.909000,43.709000,30.686400,43.709000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,20.022500,30.050800,34.250800,30.050800,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,25.987800,10.980000,25.987800,9.020000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,25.987800,10.980000,26.278900,10.980000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,25.987800,9.020000,26.570000,9.020000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,26.278900,10.980000,26.570000,10.980000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,26.278900,10.980000,26.764400,11.465500,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,26.764400,11.465500,37.094900,11.465500,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,30.686400,43.709000,31.276100,43.119300,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,31.276100,43.119300,32.319300,43.119300,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,32.319300,43.119300,33.000000,43.800000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,33.000000,43.800000,33.000000,44.485100,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,33.000000,44.485100,33.843800,45.328900,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,33.843800,45.328900,33.843800,45.643800,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,33.843800,45.643800,35.000000,46.800000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,34.250800,28.549200,34.250800,30.050800,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,34.250800,28.549200,35.000000,27.800000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,34.250800,30.050800,35.000000,30.800000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,34.322700,25.477300,34.322700,27.122700,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,34.322700,25.477300,35.000000,24.800000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,34.322700,27.122700,35.000000,27.800000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,35.000000,24.800000,37.172800,24.800000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,35.000000,40.800000,35.749200,41.549200,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,35.000000,43.800000,35.749200,43.050800,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,35.749200,41.549200,35.749200,43.050800,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,37.094900,11.465500,38.669700,9.890700,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,37.172800,20.027200,37.172800,24.800000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,37.172800,20.027200,37.200000,20.000000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,37.172800,24.800000,52.500000,24.800000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,37.450000,58.000000,39.285500,58.000000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,38.669700,9.890700,42.952600,9.890700,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,39.000000,44.450000,39.000000,45.693500,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,39.000000,45.693500,39.392100,46.085600,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,39.285500,58.000000,39.425800,57.859700,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,39.392100,46.085600,40.076700,46.085600,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,40.000000,44.450000,40.076700,44.526700,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,40.076700,44.526700,40.076700,46.085600,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,40.076700,46.085600,42.668400,48.677300,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,41.386500,60.871100,41.500000,60.757600,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,41.500000,59.550000,41.500000,60.757600,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,42.668400,48.677300,42.668400,50.597300,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,42.952600,9.890700,43.473300,9.370000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,43.473300,9.370000,44.600000,9.370000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,43.996200,60.871100,44.000000,60.867300,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,44.000000,59.550000,44.000000,60.867300,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,44.600000,9.370000,45.726700,9.370000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,45.726700,9.370000,45.927500,9.570800,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,45.927500,9.570800,49.759100,9.570800,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,49.759100,9.570800,49.918000,9.729700,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,49.918000,9.729700,50.182500,9.729700,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,50.182500,9.729700,50.182600,9.729600,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,50.182600,9.729600,50.295200,9.617000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,50.182600,9.729600,51.890700,11.437800,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,50.295200,9.301100,50.295200,9.617000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,50.295200,9.301100,50.574500,9.021800,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,50.574500,9.021800,50.890400,9.021800,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,50.890400,9.021800,53.777200,6.135000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,51.890700,11.437800,51.890700,11.702400,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,51.890700,11.702400,52.088300,11.900000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,52.088300,11.900000,53.290000,11.900000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,52.500000,24.800000,53.500000,25.800000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,52.550000,46.000000,53.650000,44.900000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,52.550000,57.000000,55.216700,57.000000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,52.864700,61.656400,53.356400,61.656400,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,53.356400,61.656400,53.700000,62.000000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,53.500000,25.800000,56.600000,28.900000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,53.650000,44.900000,53.776300,44.900000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,53.776300,44.776300,53.776300,44.900000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,53.776300,44.900000,56.425000,44.900000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,53.777200,6.135000,66.000000,6.135000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,55.216700,57.000000,55.314600,57.097900,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,56.600000,28.900000,65.400000,28.900000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,61.200000,54.000000,62.497200,55.297200,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,62.497200,55.297200,62.497200,56.629000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,65.400000,28.900000,65.463800,28.900000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,65.463800,28.900000,66.171100,29.607300,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,68.000000,49.800000,68.019300,49.780700,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,68.019300,49.780700,69.402700,49.780700,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,71.600000,42.630000,72.736800,42.630000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,72.736800,42.630000,74.986700,40.380100,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,79.150000,47.950000,79.912700,47.950000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,79.912700,47.950000,80.082500,47.780200,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,80.082500,47.780200,80.124300,47.780200,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,81.774000,31.563300,81.774000,33.307700,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,81.774000,31.563300,82.387300,30.950000,,,,
segment,LB_3V3_MAIN,F.Cu,0.150000,82.387300,30.950000,83.150000,30.950000,,,,
